,id,nombre,url_link,url_site,DA,DF,DR,PA,UR,trust_flow,is_mine,is_offer,max_links,peffer_pvp,ppvp,visits_month,sponsored_mark,language,blog_topics,country,link_type,medioTematico,medioTipo,model
1542,1239,AromasQueCuran,https://aromasquecuran.es/,https://panel.teblogueo.com/medios,28.0,11.0,,33.0,,4.0,False,False,1.0,72.1,74.16,5300.0,False,,,,,,,blogs.blog
1543,1246,Cosas de futbol,https://www.cosasdefutbol.es,https://panel.teblogueo.com/medios,21.0,13.0,,33.0,,5.0,False,False,2.0,69.01,79.31,,False,,,,,,,blogs.blog
1544,1257,Cosas de deportes,https://www.cosasdedeportes.es,https://panel.teblogueo.com/medios,26.0,19.0,,33.0,,9.0,False,False,1.0,74.16,79.31,1300.0,False,,,,,,,blogs.blog
1545,1259,Cosas de apple,https://cosasdeapple.com,https://panel.teblogueo.com/medios,17.0,10.0,,33.0,,4.0,False,False,2.0,69.01,74.16,,False,,,,,,,blogs.blog
1546,1332,Loca por mi tutú,https://www.locapormitutu.com,https://panel.teblogueo.com/medios,9.0,13.0,,33.0,,1.0,False,False,4.0,99.91,125.66,,False,,,,,,,blogs.blog
1547,1347,Bendita Locura Madrid,https://www.benditalocuramadrid.com/,https://panel.teblogueo.com/medios,21.0,22.0,,33.0,,12.0,False,False,2.0,84.46,105.06,8320.0,False,,,,,,,blogs.blog
1548,1373,un 10 en belleza,https://un10enbelleza.com/,https://panel.teblogueo.com/medios,32.0,16.0,,33.0,,10.0,False,False,2.0,105.06,125.66,4090.0,False,,,,,,,blogs.blog
1549,1426,Recetas Babycocina,https://babycocina.com,https://panel.teblogueo.com/medios,19.0,27.0,,33.0,,9.0,False,False,1.0,89.61,104.03,188000.0,False,,,,,,,blogs.blog
1550,1435,Sacia Sex blog,https://saciasexblog.com/,https://panel.teblogueo.com/medios,19.0,44.0,,33.0,,4.0,False,False,1.0,99.91,115.36,,False,,,,,,,blogs.blog
1551,1444,Béjar Noticias,https://www.bejarnoticias.es/,https://panel.teblogueo.com/medios,31.0,20.0,,33.0,,13.0,False,False,4.0,38.11,48.41,,False,,,,,,,blogs.blog
1552,1463,Ecuapaginas,https://www.ecuapaginas.com/,https://panel.teblogueo.com/medios,11.0,14.0,,33.0,,22.0,False,False,4.0,29.87,31.93,500.0,False,,,,,,,blogs.blog
1553,1469,Estamos Seguros,https://estamosseguros.eu/,https://panel.teblogueo.com/medios,24.0,26.0,,33.0,,5.0,False,False,4.0,32.96,37.08,,False,,,,,,,blogs.blog
1554,1496,Diario Lo + en la Red,https://lomasenlared.info/,https://panel.teblogueo.com/medios,21.0,24.0,,33.0,,5.0,False,False,4.0,33.99,44.29,,False,,,,,,,blogs.blog
1555,1559,Pauta Diaria,https://www.pautadiaria.cl,https://panel.teblogueo.com/medios,20.0,28.0,,33.0,,9.0,False,False,2.0,120.51,177.16,8500.0,False,,,,,,,blogs.blog
1556,1596,jupsin,https://jupsin.com/,https://panel.teblogueo.com/medios,33.0,33.0,,33.0,,12.0,False,False,4.0,177.16,228.66,500.0,False,,,,,,,blogs.blog
1557,1629,rpt Noticias,https://www.rptnoticias.com/,https://panel.teblogueo.com/medios,43.0,17.0,,33.0,,17.0,False,False,2.0,272.95,280.16,26500.0,False,,,,,,,blogs.blog
1558,1653,Barcelonadigital24horas,https://barcelonadigital24horas.com,https://panel.teblogueo.com/medios,21.0,13.0,,33.0,,13.0,False,False,3.0,48.41,58.71,500.0,False,,,,,,,blogs.blog
1559,1655,EQUIPAMIENTO Y SERVICIOS MUNICIPALES,https://www.eysmunicipales.es/,https://panel.teblogueo.com/medios,38.0,30.0,,33.0,,20.0,False,False,4.0,280.16,331.66,4200.0,False,,,,,,,blogs.blog
1560,1673,Lucero Vilchez Cocina,https://lucerovilchezcocina.com/,https://panel.teblogueo.com/medios,20.0,12.0,,33.0,,3.0,False,False,2.0,130.81,141.11,15700.0,False,,,,,,,blogs.blog
1561,1674,EDM RADIO,https://www.edmradio.es,https://panel.teblogueo.com/medios,31.0,31.0,,33.0,,11.0,False,False,4.0,29.87,30.9,3500.0,False,,,,,,,blogs.blog
1562,1708,tarancondigital,https://www.tarancondigital.es,https://panel.teblogueo.com/medios,35.0,12.0,,33.0,,12.0,False,False,3.0,74.16,84.46,2100.0,False,,,,,,,blogs.blog
1563,1748,DondeTeMetes,https://dondetemetes.net,https://panel.teblogueo.com/medios,36.0,16.0,,33.0,,22.0,False,False,1.0,146.26,177.16,506.0,False,,,,,,,blogs.blog
1564,1794,Juristas Con Futuro,https://www.juristasconfuturo.com/,https://panel.teblogueo.com/medios,30.0,26.0,,33.0,,15.0,False,False,2.0,146.26,177.16,500.0,False,,,,,,,blogs.blog
1565,1804,SoyDe,https://www.soy-de.com,https://panel.teblogueo.com/medios,44.0,27.0,,33.0,,21.0,False,False,3.0,89.61,99.91,141600.0,False,,,,,,,blogs.blog
1566,1810,Productos Gourmet Online,https://productosgourmet.online/,https://panel.teblogueo.com/medios,22.0,25.0,,33.0,,1.0,False,False,2.0,32.96,38.11,,False,,,,,,,blogs.blog
1567,1849,El   Quindiano,https://www.elquindiano.com/,https://panel.teblogueo.com/medios,41.0,40.0,,33.0,,15.0,False,False,2.0,156.56,172.01,395800.0,False,,,,,,,blogs.blog
1568,1884,"Mafius (Política, empresa y finanzas)",https://www.mafius.com,https://panel.teblogueo.com/medios,34.0,21.0,,33.0,,14.0,False,False,2.0,112.27,122.57,2500.0,False,,,,,,,blogs.blog
1569,1900,Naturaleza Curiosa,https://naturalezacuriosa.com/,https://panel.teblogueo.com/medios,31.0,27.0,,33.0,,5.0,False,False,1.0,58.71,69.01,675.0,False,,,,,,,blogs.blog
1570,1908,Puro Tip,https://www.purotip.com,https://panel.teblogueo.com/medios,40.0,24.0,,33.0,,10.0,False,False,2.0,115.36,177.16,22600.0,False,,,,,,,blogs.blog
1571,1945,Guia Shopping,http://guiashopping.es/,https://panel.teblogueo.com/medios,20.0,19.0,,33.0,,13.0,False,False,1.0,109.18,125.66,500.0,False,,,,,,,blogs.blog
1572,1995,Crónica de Campeche,https://www.cronicacampeche.com/,https://panel.teblogueo.com/medios,32.0,24.0,,33.0,,11.0,False,False,3.0,151.41,187.46,20000.0,False,,,,,,,blogs.blog
1573,2007,Nutrición Vegana,https://nutricionvegana.org/,https://panel.teblogueo.com/medios,27.0,25.0,,33.0,,9.0,False,False,1.0,58.71,69.01,,False,,,,,,,blogs.blog
1574,2055,La Cocina de Enloqui,https://www.lacocinadeenloqui.com/,https://panel.teblogueo.com/medios,32.0,31.0,,33.0,,8.0,False,False,2.0,84.46,125.66,13400.0,False,,,,,,,blogs.blog
1575,2123,Rincones de México,https://rinconesdemexico.com/,https://panel.teblogueo.com/medios,20.0,9.0,,33.0,,8.0,False,False,2.0,58.71,74.16,5200.0,False,,,,,,,blogs.blog
1576,2141,Noticias  Coopercom,https://www.noticiascoopercom.co/,https://panel.teblogueo.com/medios,21.0,19.0,,33.0,,8.0,False,False,2.0,125.66,141.11,500.0,False,,,,,,,blogs.blog
1577,2179,Ciudades30,https://ciudades30.com/,https://panel.teblogueo.com/medios,24.0,18.0,,33.0,,4.0,False,False,3.0,58.71,63.86,1400.0,False,,,,,,,blogs.blog
1578,2262,somosCLM,https://somoscastillalamancha.com,https://panel.teblogueo.com/medios,31.0,30.0,,33.0,,13.0,False,False,2.0,84.46,105.06,669600.0,False,,,,,,,blogs.blog
1579,2303,Revista Agrotecnica,https://agrotecnica.online/,https://panel.teblogueo.com/medios,31.0,35.0,,33.0,,18.0,False,False,1.0,640.66,640.66,,False,,,,,,,blogs.blog
1580,2341,vtActual,https://vtactual.com/,https://panel.teblogueo.com/medios,38.0,25.0,,33.0,,6.0,False,False,4.0,35.02,38.11,500.0,False,,,,,,,blogs.blog
1581,2389,Films Perú,https://www.filmsperu.pe/,https://panel.teblogueo.com/medios,28.0,17.0,,33.0,,8.0,False,False,2.0,63.86,84.46,500.0,True,,,,,,,blogs.blog
1582,2407,Comer con Arte,https://comerconarte.com/,https://panel.teblogueo.com/medios,18.0,25.0,,33.0,,23.0,False,False,2.0,53.55,58.71,727.0,False,,,,,,,blogs.blog
1583,2478,LaWebcinera,https://lawebcinera.es/,https://panel.teblogueo.com/medios,29.0,30.0,,33.0,,14.0,False,False,4.0,53.56,63.86,2200.0,False,,,,,,,blogs.blog
1584,2492,Y la tuya,https://ylatuya.es,https://panel.teblogueo.com/medios,33.0,20.0,,33.0,,14.0,False,False,4.0,43.26,48.41,,False,,,,,,,blogs.blog
1585,2495,Cual Es Tu Huella,https://cualestuhuella.cl/,https://panel.teblogueo.com/medios,26.0,24.0,,33.0,,7.0,False,False,2.0,105.06,115.36,3400.0,False,,,,,,,blogs.blog
1586,2535,Viajeros en el Tiempo,https://viajeroseneltiempo.es/,https://panel.teblogueo.com/medios,19.0,20.0,,33.0,,5.0,False,False,2.0,40.17,43.26,500.0,False,,,,,,,blogs.blog
1587,2576,MasQmoviles,https://www.masqmoviles.es,https://panel.teblogueo.com/medios,25.0,21.0,,33.0,,7.0,False,False,2.0,53.56,63.86,,False,,,,,,,blogs.blog
1588,2586,Armas de Mujer,https://www.armas-de-mujer.com,https://panel.teblogueo.com/medios,30.0,25.0,,33.0,,5.0,False,False,4.0,84.46,125.66,766.0,True,,,,,,,blogs.blog
1589,2587,Seo Maniak,https://seomaniak.com,https://panel.teblogueo.com/medios,26.0,22.0,,33.0,,5.0,False,False,1.0,89.61,125.66,500.0,False,,,,,,,blogs.blog
1590,2592,Mi ruta,https://www.miruta.es,https://panel.teblogueo.com/medios,38.0,22.0,,33.0,,14.0,False,False,2.0,331.66,383.16,12300.0,True,,,,,,,blogs.blog
1591,2604,Almería Trending - Sponsored,https://almeriatrending.com,https://panel.teblogueo.com/medios,25.0,21.0,,33.0,,4.0,False,False,3.0,58.71,69.01,4200.0,True,,,,,,,blogs.blog
1592,2610,A la libreta,https://www.alalibreta.com/,https://panel.teblogueo.com/medios,20.0,22.0,,33.0,,9.0,False,False,2.0,84.46,94.76,750.0,False,,,,,,,blogs.blog
1593,2652,Qué Hacer con los Niños,https://www.qhn.es/,https://panel.teblogueo.com/medios,19.0,41.0,,33.0,,15.0,False,False,2.0,135.96,146.26,7000.0,True,,,,,,,blogs.blog
1594,2675,El lado oscuro del celuloide,https://www.elladooscurodelceluloide.com/,https://panel.teblogueo.com/medios,22.0,21.0,,33.0,,16.0,False,False,2.0,110.21,115.36,,True,,,,,,,blogs.blog
1595,2686,Inicia,https://inicia.pe,https://panel.teblogueo.com/medios,22.0,19.0,,33.0,,9.0,False,False,2.0,120.51,227.63,,False,,,,,,,blogs.blog
1596,2687,Negocios Mujeres,https://negociosmujeres.com,https://panel.teblogueo.com/medios,11.0,13.0,,33.0,,1.0,False,False,2.0,120.51,227.63,,False,,,,,,,blogs.blog
1597,2696,El Rincón de Ika,https://elrincondeika.es/,https://panel.teblogueo.com/medios,20.0,14.0,,33.0,,7.0,False,False,3.0,74.16,105.06,,False,,,,,,,blogs.blog
1598,2712,Pilla tu maleta,https://pillatumaleta.com/,https://panel.teblogueo.com/medios,15.0,25.0,,33.0,,10.0,False,False,2.0,71.07,84.46,,False,,,,,,,blogs.blog
1599,2719,Mi Legado Digital,https://www.milegadodigital.com/,https://panel.teblogueo.com/medios,40.0,29.0,,33.0,,11.0,False,False,2.0,151.41,196.73,,False,,,,,,,blogs.blog
1600,2745,Carmen en su tinta - BlogSpot,https://carmenensutinta.blogspot.com/,https://panel.teblogueo.com/medios,32.0,21.0,,33.0,,10.0,False,False,3.0,115.36,125.66,,False,,,,,,,blogs.blog
1601,2768,Pruebatucoche,https://www.pruebatucoche.es/,https://panel.teblogueo.com/medios,33.0,20.0,,33.0,,16.0,False,False,4.0,115.36,120.51,568.0,False,,,,,,,blogs.blog
1602,2809,Abdominales,https://www.abdominales.info,https://panel.teblogueo.com/medios,30.0,16.0,,33.0,,6.0,False,False,1.0,125.66,125.66,500.0,False,,,,,,,blogs.blog
1603,2869,Montilla Digital,https://www.montilladigital.com/,https://panel.teblogueo.com/medios,39.0,44.0,,33.0,,16.0,False,False,1.0,84.46,84.46,209100.0,False,,,,,,,blogs.blog
1604,2946,Cuentas corrientes,https://www.cuentas-corrientes.com,https://panel.teblogueo.com/medios,21.0,26.0,,33.0,,12.0,False,False,2.0,74.16,79.31,,False,,,,,,,blogs.blog
1605,2947,Decorando,https://www.decorando.org,https://panel.teblogueo.com/medios,20.0,27.0,,33.0,,12.0,False,False,2.0,74.16,79.31,,False,,,,,,,blogs.blog
1606,2948,Ecologia y medio ambiente,https://www.ecologiaymedioambiente.es,https://panel.teblogueo.com/medios,14.0,25.0,,33.0,,12.0,False,False,2.0,74.16,79.31,,False,,,,,,,blogs.blog
1607,2953,Foros de apuestas,https://www.forosdeapuestas.com,https://panel.teblogueo.com/medios,19.0,25.0,,33.0,,12.0,False,False,2.0,74.16,79.31,,False,,,,,,,blogs.blog
1608,2976,adiccion musical,https://www.adiccionmusical.com,https://panel.teblogueo.com/medios,20.0,27.0,,33.0,,20.0,False,False,2.0,74.16,79.31,,False,,,,,,,blogs.blog
1609,3249,Diario de Marratxi,https://www.diariodemarratxi.com,https://panel.teblogueo.com/medios,32.0,29.0,,33.0,,14.0,False,False,2.0,89.61,125.66,34700.0,False,,,,,,,blogs.blog
1610,3259,Dame Ocio,https://www.dameocio.com/,https://panel.teblogueo.com/medios,44.0,51.0,,33.0,,18.0,False,False,2.0,321.36,331.66,8400.0,False,,,,,,,blogs.blog
1611,3277,Absolut Cruceros,https://www.absolutcruceros.com,https://panel.teblogueo.com/medios,30.0,25.0,,33.0,,24.0,False,False,2.0,424.36,434.66,500.0,False,,,,,,,blogs.blog
1612,3330,Web de Tutoriales/Informática,https://tutorialesgratuitos.com/,https://panel.teblogueo.com/medios,31.0,19.0,,33.0,,15.0,False,False,1.0,125.66,166.86,12900.0,False,,,,,,,blogs.blog
1613,3345,Tendance Parisienne,https://tendance-parisienne.com,https://panel.teblogueo.com/medios,28.0,26.0,,33.0,,21.0,False,False,1.0,63.86,74.16,3000.0,False,,,,,,,blogs.blog
1614,4382,Balaton Zeitung,https://www.balaton-zeitung.info/,https://panel.teblogueo.com/medios,33.0,38.0,,33.0,,38.0,False,False,2.0,335.78,311.06,2400.0,False,,,,,,,blogs.blog
1615,4395,Sophia Digital,https://www.sophiadigital.es/,https://panel.teblogueo.com/medios,35.0,14.0,,33.0,,11.0,False,False,4.0,48.41,58.71,,False,,,,,,,blogs.blog
1616,4495,Venezuela Adentro,https://venezuelaadentro.com/,https://panel.teblogueo.com/medios,12.0,12.0,,33.0,,0.0,False,False,1.0,105.06,125.66,,False,,,,,,,blogs.blog
1617,4540,Marketing y finanzas,https://www.marketingyfinanzas.net/,https://panel.teblogueo.com/medios,38.0,25.0,,33.0,,9.0,False,False,3.0,94.35,94.35,3090.0,False,,,,,,,blogs.blog
1618,4563,Cuadernos Manchegos,https://www.cuadernosmanchegos.com/,https://panel.teblogueo.com/medios,30.0,25.0,,33.0,,13.0,False,False,1.0,125.66,125.66,10100.0,False,,,,,,,blogs.blog
1619,4571,La mia Nuova Clio,https://www.lamianuovaclio.it/,https://panel.teblogueo.com/medios,15.0,10.0,,33.0,,7.0,False,False,2.0,125.66,125.66,1700.0,False,,,,,,,blogs.blog
1620,4742,Observatorio de Empleo,https://vallededempleo.wordpress.com,https://panel.teblogueo.com/medios,36.0,18.0,,33.0,,11.0,False,False,2.0,126.17,168.41,965.0,True,,,,,,,blogs.blog
1621,4745,Ciberseguridad,https://ciberseguridad.com/,https://panel.teblogueo.com/medios,25.0,19.0,,33.0,,15.0,False,False,2.0,249.26,280.16,20900.0,False,,,,,,,blogs.blog
1622,4792,Somos Comarca,https://www.somoscomarca.es/,https://panel.teblogueo.com/medios,23.0,20.0,,33.0,,15.0,False,False,2.0,105.06,125.66,63200.0,False,,,,,,,blogs.blog
1623,4797,Todo Sobre Dieta,https://todosobredieta.com/,https://panel.teblogueo.com/medios,25.0,26.0,,33.0,,31.0,False,False,2.0,47.38,51.5,2100.0,False,,,,,,,blogs.blog
1624,4819,Passione Premier,https://www.passionepremier.com/,https://panel.teblogueo.com/medios,28.0,24.0,,33.0,,18.0,False,False,1.0,94.76,110.21,1900.0,False,,,,,,,blogs.blog
1625,4839,El Portal de México,https://elportaldemexico.com/,https://panel.teblogueo.com/medios,41.0,31.0,,33.0,,14.0,False,False,4.0,43.26,48.41,,False,,,,,,,blogs.blog
1626,4858,Aguajero,https://aguajero.com,https://panel.teblogueo.com/medios,25.0,23.0,,33.0,,8.0,False,False,1.0,90.64,90.64,1400.0,False,,,,,,,blogs.blog
1627,4886,Noticias del Cibao,https://www.noticiasdelcibao.com,https://panel.teblogueo.com/medios,25.0,22.0,,33.0,,18.0,False,False,1.0,94.76,94.76,500.0,False,,,,,,,blogs.blog
1628,4898,Touring Dominican Republic,https://touringdominicanrepublic.com,https://panel.teblogueo.com/medios,20.0,10.0,,33.0,,9.0,False,False,1.0,120.51,120.51,,False,,,,,,,blogs.blog
1629,4926,Futuro Eléctrico,https://futuroelectrico.com/,https://panel.teblogueo.com/medios,21.0,31.0,,33.0,,9.0,False,False,1.0,74.16,74.16,2700.0,False,,,,,,,blogs.blog
1630,4980,Cardaniers,https://cardaniers.com/,https://panel.teblogueo.com/medios,30.0,28.0,,33.0,,9.0,False,False,3.0,280.16,280.16,10100.0,False,,,,,,,blogs.blog
1631,5080,La Voz de Gijón,https://lavozdegijon.es/,https://panel.teblogueo.com/medios,28.0,24.0,,33.0,,26.0,False,False,2.0,48.41,53.56,566.0,False,,,,,,,blogs.blog
1632,5087,Amigos Perros,https://amigosperros.com/,https://panel.teblogueo.com/medios,20.0,26.0,,33.0,,6.0,False,False,2.0,38.11,43.26,0.0,False,,,,,,,blogs.blog
1633,5098,Aval y préstamos,https://avalyprestamos.com/,https://panel.teblogueo.com/medios,25.0,24.0,,33.0,,5.0,False,False,1.0,43.26,48.41,0.0,False,,,,,,,blogs.blog
1634,5101,Noticias De,https://www.noticiasde.es,https://panel.teblogueo.com/medios,38.0,19.0,,33.0,,16.0,False,False,1.0,125.66,125.66,128.0,False,,,,,,,blogs.blog
1635,5122,Leganés Activo,https://leganesactivo.com/,https://panel.teblogueo.com/medios,37.0,17.0,,33.0,,12.0,False,False,1.0,74.16,74.16,36000.0,False,,,,,,,blogs.blog
1636,5128,Alcorcón Hoy,https://alcorconhoy.com/,https://panel.teblogueo.com/medios,34.0,21.0,,33.0,,11.0,False,False,1.0,228.66,228.66,11800.0,False,,,,,,,blogs.blog
1637,5132,La Luna del Henares,https://lalunadelhenares.com/,https://panel.teblogueo.com/medios,45.0,51.0,,33.0,,21.0,False,False,1.0,228.66,228.66,2280.0,False,,,,,,,blogs.blog
1638,5346,ETDI - Estudio Técnico de Interiorismo,https://estudiotecnicodeinteriorismo.es/,https://panel.teblogueo.com/medios,21.0,36.0,,33.0,,1.0,False,False,4.0,38.11,43.26,0.0,False,,,,,,,blogs.blog
1639,5379,PDLV,https://pdlv.fr,https://panel.teblogueo.com/medios,26.0,17.0,,33.0,,8.0,False,False,1.0,187.46,197.76,40700.0,False,,,,,,,blogs.blog
1640,5637,WiredFocus,https://www.wiredfocus.com/,https://panel.teblogueo.com/medios,31.0,14.0,,33.0,,13.0,False,False,1.0,135.96,146.26,,False,,,,,,,blogs.blog
1641,5801,talesbymales.com,https://talesbymales.com/,https://panel.teblogueo.com/medios,13.0,21.0,,33.0,,2.0,False,False,1.0,130.81,141.11,,False,,,,,,,blogs.blog
1642,7361,pandoraever.com,https://pandoraever.com/,https://panel.teblogueo.com/medios,35.0,53.0,,33.0,,16.0,False,False,2.0,37.08,42.23,,False,,,,,,,blogs.blog
1643,7366,frasescortasde.com,https://frasescortasde.com/,https://panel.teblogueo.com/medios,34.0,36.0,,33.0,,13.0,False,False,2.0,35.02,40.17,,False,,,,,,,blogs.blog
1644,7379,aprendeprogramando.es,https://aprendeprogramando.es/,https://panel.teblogueo.com/medios,31.0,30.0,,33.0,,15.0,False,False,2.0,31.93,37.08,,False,,,,,,,blogs.blog
1645,7786,Guía en turismo - Blog de viajes,https://guiaenturismo.com,https://panel.teblogueo.com/medios,19.0,11.0,,33.0,,4.0,False,False,4.0,30.9,31.93,,False,,,,,,,blogs.blog
1646,11527,EXPO Fashion Magazine,https://www.expofashionmagazine.com/,https://panel.teblogueo.com/medios,27.0,13.0,,33.0,,5.0,False,False,2.0,208.06,228.66,,False,,,,,,,blogs.blog
1647,11537,Republica Inmobiliaria,https://republicainmobiliaria.com/,https://panel.teblogueo.com/medios,28.0,26.0,,33.0,,13.0,False,False,2.0,228.66,331.66,,False,,,,,,,blogs.blog
1648,81,Sector Viral,https://sectorviral.com,https://panel.teblogueo.com/medios,26.0,21.0,,32.0,,5.0,False,False,3.0,53.56,58.71,500.0,False,,,,,,,blogs.blog
1649,132,Planeta Misterio,https://Planetamisterio.net,https://panel.teblogueo.com/medios,18.0,16.0,,32.0,,4.0,False,False,2.0,38.11,43.26,,False,,,,,,,blogs.blog
1650,144,Revista Rambla,https://www.revistarambla.com/,https://panel.teblogueo.com/medios,38.0,18.0,,32.0,,16.0,False,False,4.0,38.11,43.26,4800.0,False,,,,,,,blogs.blog
1651,179,Todos mis apuntes,https://todosmisapuntes.com/,https://panel.teblogueo.com/medios,16.0,20.0,,32.0,,4.0,False,False,4.0,43.26,53.56,,False,,,,,,,blogs.blog
1652,236,Es variado,https://esvariado.com/,https://panel.teblogueo.com/medios,12.0,17.0,,32.0,,0.0,False,False,4.0,43.26,53.56,,False,,,,,,,blogs.blog
1653,243,Webhoy,https://webhoy.es/,https://panel.teblogueo.com/medios,16.0,18.0,,32.0,,22.0,False,False,2.0,58.71,69.01,620.0,False,,,,,,,blogs.blog
1654,268,Idealgewicht,https://www.idealgewicht.com/,https://panel.teblogueo.com/medios,12.0,24.0,,32.0,,4.0,False,False,4.0,98.88,84.46,,False,,,,,,,blogs.blog
1655,318,El Rinconcito Sexy,https://www.echicas.mx/,https://panel.teblogueo.com/medios,27.0,25.0,,32.0,,26.0,False,False,1.0,43.26,53.56,4700.0,False,,,,,,,blogs.blog
1656,322,99KPH,https://99kph.com,https://panel.teblogueo.com/medios,11.0,10.0,,32.0,,0.0,False,False,4.0,43.26,48.41,26300.0,False,,,,,,,blogs.blog
1657,330,AegisiscBlog,https://www.aegisiscblog.com,https://panel.teblogueo.com/medios,22.0,32.0,,32.0,,1.0,False,False,2.0,53.56,58.71,1300.0,False,,,,,,,blogs.blog
1658,421,Maestra Online,https://maestraonline.com/,https://panel.teblogueo.com/medios,18.0,28.0,,32.0,,11.0,False,False,3.0,53.56,58.71,1700.0,False,,,,,,,blogs.blog
1659,429,Diario de Kayak,https://www.diariodekayak.es/,https://panel.teblogueo.com/medios,29.0,19.0,,32.0,,22.0,False,False,1.0,105.06,115.36,6200.0,False,,,,,,,blogs.blog
1660,439,Historia del Condado de Castilla,https://www.condadodecastilla.es,https://panel.teblogueo.com/medios,34.0,31.0,,32.0,,17.0,False,False,2.0,53.56,58.71,12300.0,False,,,,,,,blogs.blog
1661,443,Cocínate el Mundo,https://cocinateelmundo.com/,https://panel.teblogueo.com/medios,23.0,25.0,,32.0,,5.0,False,False,2.0,43.26,53.56,500.0,False,,,,,,,blogs.blog
1662,465,Mejores Laptops,https://mejoreslaptops.com,https://panel.teblogueo.com/medios,14.0,22.0,,32.0,,1.0,False,False,2.0,58.71,69.01,2200.0,False,,,,,,,blogs.blog
1663,503,Galicia Deportiva,https://www.galiciadeportiva.es,https://panel.teblogueo.com/medios,21.0,21.0,,32.0,,14.0,False,False,4.0,38.11,48.41,,False,,,,,,,blogs.blog
1664,541,Viajes Por Europa,https://www.viajesporeuropa.eu/,https://panel.teblogueo.com/medios,27.0,25.0,,32.0,,11.0,False,False,4.0,37.08,41.2,,False,,,,,,,blogs.blog
1665,551,Tu cómplice de amor,https://www.tucomplicedeamor.com,https://panel.teblogueo.com/medios,15.0,13.0,,32.0,,0.0,False,False,2.0,38.11,41.2,500.0,False,,,,,,,blogs.blog
1666,578,Apostilla,https://www.apostilla.info/,https://panel.teblogueo.com/medios,15.0,19.0,,32.0,,1.0,False,False,2.0,124.63,146.26,,False,,,,,,,blogs.blog
1667,602,Recetas Fitness,https://recetasfitness10.com,https://panel.teblogueo.com/medios,12.0,25.0,,32.0,,16.0,False,False,1.0,48.41,53.56,500.0,False,,,,,,,blogs.blog
1668,612,Global Galicia,https://www.globalgalicia.org/,https://panel.teblogueo.com/medios,31.0,41.0,,32.0,,24.0,False,False,2.0,331.66,352.26,3900.0,False,,,,,,,blogs.blog
1669,660,Tatuajes para Mujeres,https://tatuajesparamujeres.info/,https://panel.teblogueo.com/medios,21.0,13.0,,32.0,,0.0,False,False,2.0,42.02,44.08,500.0,False,,,,,,,blogs.blog
1670,661,Tatuajes para Parejas,https://tatuajesparaparejas.info/,https://panel.teblogueo.com/medios,22.0,9.0,,32.0,,5.0,False,False,2.0,42.02,44.08,500.0,False,,,,,,,blogs.blog
1671,665,Humor Fútbol Club,https://humorfutbolclub.com/,https://panel.teblogueo.com/medios,29.0,12.0,,32.0,,1.0,False,False,2.0,38.73,40.79,500.0,False,,,,,,,blogs.blog
1672,721,Revista Digital Honduras Turistica,https://hondurasturistica.com/,https://panel.teblogueo.com/medios,10.0,18.0,,32.0,,4.0,False,False,2.0,50.47,91.67,1200.0,False,,,,,,,blogs.blog
1673,751,Diario de un friki,https://diariodeunfriki.com/,https://panel.teblogueo.com/medios,12.0,20.0,,32.0,,2.0,False,False,1.0,53.56,58.71,500.0,False,,,,,,,blogs.blog
1674,757,Parajes x Visitar,https://parajesxvisitar.com,https://panel.teblogueo.com/medios,28.0,16.0,,32.0,,6.0,False,False,2.0,69.01,84.46,2800.0,False,,,,,,,blogs.blog
1675,804,Heilk! Para toda la familia,https://heilk.com/,https://panel.teblogueo.com/medios,13.0,19.0,,32.0,,0.0,False,False,1.0,62.83,73.13,,False,,,,,,,blogs.blog
1676,871,Minuto a minuto,https://www.minutoaminuto.com.ve/,https://panel.teblogueo.com/medios,22.0,19.0,,32.0,,8.0,False,False,2.0,43.26,45.32,,False,,,,,,,blogs.blog
1677,936,Cinecrítico,https://www.cinecritico.net,https://panel.teblogueo.com/medios,21.0,18.0,,32.0,,12.0,False,False,1.0,38.11,42.23,1200.0,False,,,,,,,blogs.blog
1678,1013,Cuentas corrientes,https://cuentascorrientes.cl,https://panel.teblogueo.com/medios,15.0,21.0,,32.0,,1.0,False,False,2.0,42.23,45.32,,False,,,,,,,blogs.blog
1679,1098,Gipuzkoa Gaur,https://www.gipuzkoagaur.com,https://panel.teblogueo.com/medios,34.0,28.0,,32.0,,18.0,False,False,1.0,135.96,238.96,126200.0,False,,,,,,,blogs.blog
1680,1163,TecnoWasap,https://tecnowasap.com,https://panel.teblogueo.com/medios,31.0,19.0,,32.0,,8.0,False,False,4.0,94.76,105.06,2600.0,False,,,,,,,blogs.blog
1681,1212,Cosas legales,https://www.cosaslegales.es,https://panel.teblogueo.com/medios,32.0,16.0,,32.0,,10.0,False,False,2.0,74.16,84.46,1100.0,False,,,,,,,blogs.blog
1682,1225,Cosas de Madrid,https://www.cosasdemadrid.es,https://panel.teblogueo.com/medios,37.0,15.0,,32.0,,12.0,False,False,2.0,74.16,84.46,957.0,False,,,,,,,blogs.blog
1683,1248,Cosas de tv,https://www.cosasdetv.es,https://panel.teblogueo.com/medios,22.0,17.0,,32.0,,6.0,False,False,2.0,63.86,69.01,,False,,,,,,,blogs.blog
1684,1252,SEO Top,https://www.seo-posicionamientoweb.com,https://panel.teblogueo.com/medios,29.0,27.0,,32.0,,6.0,False,False,2.0,94.76,125.66,,False,,,,,,,blogs.blog
